id_calle,id_colonia,descripcion_calle,id_delegacion
36306,858,gante,15
36307,858,correo mayor,15
36308,858,licenciado verdad,15
36309,858,moneda,15
36310,858,corregidora,15
36311,858,soledad,15
36312,858,emiliano zapata,15
36313,858,san marcos,15
36314,858,república de uruguay,15
36315,858,20 de noviembre,15
36316,858,regina,15
36317,858,mesones,15
36318,858,misioneros,15
36319,858,san pablo,15
36320,858,ramón corona,15
36321,858,vizcaínas,15
36322,858,isabela católica,15
36323,858,jesus maria,15
36437,864,agustin melgar,15
36438,864,juan de la barrera,15
36439,864,antonio sola,15
36440,864,zamora,15
36441,864,matehuala,15
36442,864,fernando montes ,15
36443,864,pachuca,15
36444,864,mazatlan,15
36445,864,yautepec,15
36446,864,cuautla,15
36447,864,cuernavaca,15
36448,864,jojutla,15
36449,864,amatlan,15
36450,864,atlixco,15
36451,864,parral,15
36452,864,francisco marquez,15
36453,864,vicente suarez,15
36454,864,avenida patriotismo,15
36358,867,rio tamesis,15
36359,867,rio mame,15
36360,867,rio neva,15
36361,867,rio amazonas,15
36362,867,rio rhin,15
36363,867,rio sena,15
36364,867,rio tigris,15
36365,867,rio po,15
36366,867,rio danubio,15
36367,867,rio volga,15
36368,867,rio papaloapan,15
36369,867,rio lerma,15
36370,867,rio panuco,15
36371,867,rio nilo,15
36372,867,rio nazas,15
36373,867,rio ganges,15
36374,867,rio duero,15
36375,867,rio ebro,15
36376,867,rio amur,15
36377,867,rio ussun,15
36378,867,calzada villalongin,15
36379,867,rio atoyac,15
36380,867,rio elba,15
36381,867,rio de la plata,15
36382,867,rio duero,15
36383,867,rio niagara,15
36384,867,rio mississipi,15
36080,872,wagner,15
36081,872,rossini,15
36082,872,granados,15
36083,872,tetrazzini,15
36084,872,berlioz,15
36085,872,calzada de la ronda,15
36086,872,julian carrillo,15
36087,872,grieg,15
36088,872,tamagno,15
36089,872,calzada vallejo,15
10819,874,1ra cerrada de santa ana,15
10820,874,1ra privada de canal nacional,15
10821,874,1er retorno de catalina buendia,15
10838,874,3ra privada de mariquita sanchez,15
10844,874,4ta privada de mariquita sanchez,15
10845,874,4to retorno de mariquita sanchez,15
10847,874,5to retorno de mariquita sanchez,15
10849,874,6to retorno de mariquita sanchez,15
10852,874,avenida canal nacional,15
10853,874,avenida carlota armero,15
10855,874,calle catalina buendia,15
10856,874,calzada de la virgen,15
10857,874,3ra calle de manuela saenz,15
10858,874,calle mariquita sanchez,15
10865,874,2da privada de mariquita sanchez,15
10866,874,calle valle remedios,15
10867,874,avenida santa ana,15
10871,874,6to retorno de mariquita sanchez,15
10872,874,calle apaches,15
10873,874,saenz manuela de 2da,15
10874,874,calle canal nacional,15
10875,874,1er retorno de canal nacional,15
10877,874,calle francisca garcia batle,15
10886,874,calle candelaria perez,15
36192,874,platino,15
36193,874,hierro,15
36194,874,bolaños,15
36195,874,tenochtitlan,15
36196,874,bimoa,15
36151,875,marte,15
36152,875,zarco,15
36153,875,mercado,15
36154,875,lerdo,15
36155,875,arteaga,15
36156,875,camelia,15
36157,875,degollado,15
36158,875,mosqueta,15
36159,875,heroes,15
36160,875,soto,15
36161,875,galeana,15
36162,875,sol,15
36163,875,luna,15
36164,875,felix u. gomez,15
36165,875,matamoros,15
36166,875,artesanos,15
36167,875,ogazon,15
36168,875,gonzalez bocanegra,15
36169,875,vesta,15
36170,875,pedro moreno,15
36171,875,mina,15
36172,875,san esmeralda,15
36173,875,san fernando,15
36174,875,magnolia,15
36175,875,moctezuma,15
36177,875,violeta,15
36455,878,parras,15
36456,878,laredo,15
36457,878,avenida mexico,15
36458,878,celaya,15
36459,878,avenida michoacan,15
36460,878,avenida amsterdam,15
36461,878,avenida sonora,15
36462,878,popocatepetl,15
36463,878,avenida nuevo león,15
36464,878,mexicali,15
36465,878,ensenada,15
36466,878,alfonso reyes,15
36467,878,reynosa,15
36468,878,cholula,15
36469,878,vicente sueraz,15
36470,878,ozuluama,15
36471,878,aguascalientes,15
36472,878,tlaxcala,15
36385,886,donato guerra,15
36386,886,avenida morelos,15
36387,886,atenas,15
36388,886,abraham gonzalez,15
36389,886,lisboa,15
36390,886,lucerna,15
36391,886,hamburgo,15
36392,886,roma,15
36393,886,general prim,15
36394,886,niza,15
36395,886,florencia,15
36396,886,napoles,15
36397,886,liverpool,15
36398,886,varsovia,15
36399,886,praga,15
36400,886,dinamarca,15
36401,886,londres,15
36402,886,berlin,15
36403,886,avenida insurgentes,15
36404,886,sevilla,15
36405,886,lieja,15
36406,886,tokio,15
36407,886,genova,15
10917,887,1ra privada de carlota armero,15
10920,887,1ra privada de santa ana,15
10924,887,1er retorno de mariquita sanchez,15
10926,887,1er retorno de mercedes abrego,15
10928,887,1er retorno de manuela cañizales,15
10931,887,1er andador de rosa zaragoza,15
10933,887,2do andador de rosa zaragoza,15
10939,887,2do retorno de manuela saenz,15
10946,887,3ra cerrada de manuela cañizales,15
10949,887,3er retorno de mariquita sanchez,15
10953,887,4ta cerrada de manuela cañizales,15
10968,887,calle alfredo v bonfil,15
10969,887,andador amaquemecan,15
10971,887,avenida de los apaches,15
10972,887,plaza bonampak,15
10976,887,avenida carlota armero,15
10977,887,andador casas grandes,15
10978,887,andador coatepec,15
10982,887,estado de mexico,15
10987,887,andador izamal,15
10989,887,andador la quemada,15
10990,887,andador la venta,15
10994,887,calle manuela saenz,15
10995,887,calle aaron saenz,15
10996,887,calle mariquita sanchez,15
11002,887,andador monte alban,15
11003,887,andador olinala,15
11010,887,calle rosa zaragoza,15
11012,887,retorno rosa zaragoza,15
11013,887,avenida santa ana,15
11015,887,calle tarahumaras,15
11016,887,calle tlahuicas,15
11020,887,calle bojorquez,15
11021,887,calle aurelio manrique,15
11022,887,andador kabah,15
11023,887,calle 3,15
11024,887,andador tres zapotes,15
11025,887,tamuin,15
11026,887,calle zona 4,15
11027,887,armero carlota,15
11028,887,sanchez mariquita 22,15
11029,887,retorno sanchez mariquita 6to,15
11030,887,siqueira rosa maria 1er,15
11031,887,plaza mitla,15
11032,887,rosa maria sequeira calle,15
11033,887,1ra privada de canal nacional,15
11034,887,calle manuela cañizales,15
11035,887,calle manuela cañizales,15
11036,887,3ra cerrada de manuela cañizales,15
11037,887,3er retorno de manuela cañizales,15
11038,887,4da cerrada de manuela cañizales,15
11039,887,4to retorno de manuela cañizales,15
11040,887,5da cerrada de manuela cañizales,15
11041,887,1er retorno de manuela cañizales,15
11042,887,1ra privada de mariquita sanchez,15
11043,887,1er retorno de catalina buendia,15
11044,887,calzada de la virgen,15
11045,887,calle guasave,15
11046,887,3er andador de vista hermosa,15
11048,887,calle cafetales,15
11049,887,calle dolores guerrero,15
11051,887,calle elvira vargas,15
11052,887,calle mercedes abrego,15
11053,887,calle candelaria,15
11055,887,calle rosario castellanos,15
11057,887,estado de mexico,15
11058,887,calzada de las bombas,15
11059,887,2do retorno de rosario castellanos,15
11063,887,4ta privada de mariquita sanchez,15
11065,887,calle tilantongo,15
11066,887,calle la virgen,15
11073,887,avenida canal nacional,15
11076,887,avenida cafetales,15
11079,887,calle francisca garcia batle,15
11080,887,calle teresa vera,15
11081,887,calle laura mendez,15
11082,887,1er retorno de rosario castellanos,15
36176,875,obraje,15
11088,887,3ra privada de mariquita sanchez,15
11089,887,calle manuela medina,15
11090,887,1ra privada de carlota armero,15
11091,887,2do retorno de dolores guerrero,15
11190,901,avenida mexico,15
11093,893,retorno 701 de calzada de tlalpan,15
11094,893,retorno 703 de erasmo castellanos,15
11095,893,retorno 704 de erasmo castellanos,15
11096,893,retorno 705 de erasmo castellanos,15
11097,893,retorno 707 de erasmo castellanos,15
11098,893,retorno 801 de galvez,15
11099,893,retorno 802 de avenida canal de miramontes,15
11100,893,retorno 803 de galvez,15
11101,893,retorno 804 de galvez,15
11102,893,retorno 805 de galvez,15
11103,893,retorno 806 de galvez,15
11105,893,retorno 808 de avenida canal de miramontes,15
11106,893,retorno 809 de erasmo castellanos,15
11107,893,retorno 810 de erasmo castellanos,15
11108,893,retorno 811 de erasmo castellanos,15
11109,893,retorno 812 de retorno 803 de galvez,15
11110,893,retorno 814 de calzada de tlalpan,15
11111,893,retorno 815 de calzada de tlalpan,15
11112,893,retorno 816 de calzada de tlalpan,15
11113,893,avenida canal de miramontes,15
11114,893,calle erasmo castellanos quinto,15
11115,893,calle galvez y fuentes,15
11116,893,calzada de tlalpan,15
11117,893,706 retorno de erasmo castellanos,15
11118,893,813 retorno de erasmo castellanos,15
11120,893,retorno 804,15
11121,893,802 retorno,15
11122,893,retorno 806,15
11123,893,812 retorno calle,15
11124,893,703 retorno,15
11125,893,avenida 3,15
36197,893,gorostiza,15
36198,893,granada,15
36199,893,jesus carranza,15
36200,893,avenida peralvillo,15
36201,893,constancia,15
36202,893,carbajal,15
36203,893,santa lucia,15
36204,893,toltecas,15
36205,893,rivero,15
36206,893,matamoros,15
36207,893,peñon,15
36208,893,estanquillo,15
36209,893,jaime nuno,15
36210,893,libertad,15
36211,893,caridad,15
36212,893,republica del brasil,15
36213,893,aztecas,15
36214,893,florida,15
36215,893,obreros,15
36216,893,manuel doblado,15
11126,894,calle boton,15
11129,894,1ra cerrada de caliz,15
11130,894,1ra cerrada de corola,15
11131,894,1er retorno de caliz,15
11132,894,2da cerrada de caliz,15
11133,894,3ra cerrada de caliz,15
11134,894,3ra cerrada de corola,15
11135,894,3er retorno de caliz,15
11136,894,4ta cerrada de caliz,15
11137,894,5ta cerrada de caliz,15
11138,894,5ta cerrada de corola,15
11139,894,6ta cerrada de caliz,15
11140,894,6ta cerrada de corola,15
11141,894,7ma cerrada de caliz,15
11142,894,7ma cerrada de corola,15
11143,894,8va cerrada de caliz,15
11144,894,9na cerrada de caliz,15
11146,894,calle corola,15
11147,894,calzada de tlalpan,15
11148,894,calle diego rivera,15
11149,894,avenida division del norte,15
11150,894,calle petalo,15
11151,894,calle pistilo,15
11152,894,calle polen,15
11153,894,calle tallo,15
11154,894,10ma cerrada de caliz,15
11155,894,7ma cerrada de caliz,15
11157,894,calle textitlan,15
11158,894,fresnos,15
11159,894,xochitl calle,15
11160,894,4ta cerrada de corola,15
11161,894,8va cerrada de corola,15
11162,894,2da cerrada de corola,15
11163,894,7ma cerrada de corola,15
11164,894,estado de mexico,15
36333,894,cuenca,15
36334,894,fuente,15
36335,894,alvarez de icaza,15
36336,894,diagonal 20 de noviembre,15
36337,894,lucas alemán,15
36338,894,fernando alva ixtlixochitl,15
36339,894,lorenzo boturini,15
36340,894,isabela católica,15
36341,894,bolívar,15
36342,894,montiel,15
36343,894,barragan,15
36344,894,mayas,15
36345,894,alfredo chavero,15
36346,894,francisco rivas,15
36347,894,manuel payno,15
36348,894,juan de dios peza,15
36349,894,fernando ramirez,15
36350,894,efren robolledo,15
36351,894,jose maria roa barcenas,15
36352,894,manuel m flores,15
36353,894,manuel caballero,15
36354,894,fray juan de torquemada,15
36355,894,angel del campo,15
36356,894,5 de febrero,15
36357,894,severo amador,15
11167,901,rinconada de los cantos,15
11169,901,rinconada de los lagos,15
11170,901,rinconada de las deidades,15
11171,901,rinconada de los escritores,15
11172,901,rinconada de la fauna,15
11173,901,rinconada de la flora,15
11174,901,avenida del iman,15
11175,901,rinconada de los instrumentos,15
11176,901,rinconada de los juegos,15
11177,901,rinconada de las monedas,15
11178,901,rinconada de los musicos,15
11179,901,avenida periferico sur,15
11180,901,rinconada de los personajes,15
11181,901,rinconada de los pintores,15
11182,901,rinconada de los poetas,15
11183,901,rinconada de los rios,15
11184,901,rinconada de los ritmos,15
11185,901,rinconada de las tribus,15
11186,901,rinconada de los volcanes,15
11187,901,estado de mexico,15
11188,901,colonial ed cordoba,15
11189,901,calle guatemala,15
11191,901,rinconada colonial,15
11199,901,rinconada precolombina,15
11200,901,calle tezcatlipoca,15
11201,901,rinconada macondo,15
11203,901,avenida panamericana,15
11205,901,calle mexico 1968,15
36070,903,chopin,15
36071,903,mozart,15
36072,903,melosio morales,15
36073,903,caruso,15
36074,903,beethoven,15
36075,903,constantino,15
36076,903,ricardo castro,15
36077,903,bellini,15
36078,903,felipe villanueva,15
36079,903,bach,15
11207,905,retorno 10 de calzada de la virgen,15
11208,905,retorno 12 de calzada de la virgen,15
11209,905,retorno 13 de calzada de la virgen,15
11210,905,retorno 14 de avenida xotepingo,15
11211,905,retorno 15 de avenida xotepingo,15
11212,905,retorno 16 de avenida xotepingo,15
11213,905,retorno 17 de avenida xotepingo,15
11214,905,retorno 11 de calzada de la virgen,15
11215,905,retorno 19,15
11216,905,retorno 20,15
11217,905,retorno 21 de avenida santa ana,15
11218,905,retorno 22 de avenida santa ana,15
11219,905,retorno 23 de avenida santa ana,15
11220,905,retorno 24 de avenida santa ana,15
11221,905,retorno 25 de avenida santa ana,15
11222,905,retorno 26 de avenida santa ana,15
11223,905,retorno 27 de avenida santa ana,15
11224,905,retorno 29 de avenida santa ana,15
11225,905,3er retorno de manuela cañizales,15
11226,905,retorno 30 de avenida santa ana,15
11227,905,retorno 32 de avenida santa ana,15
11228,905,retorno 33 de avenida santa ana,15
11229,905,retorno 35 de calzada de la virgen,15
11230,905,retorno 36 de calzada de la virgen,15
11231,905,retorno 37 de calzada de la virgen,15
11232,905,retorno 38 de calzada de la virgen,15
11233,905,retorno 39 de calzada de la virgen,15
11234,905,estado de mexico,15
11235,905,retorno 40 de calzada de la virgen,15
11236,905,retorno 41 de calzada de la virgen,15
11237,905,retorno 42 de calzada de la virgen,15
11238,905,retorno 43 de calzada de la virgen,15
11239,905,retorno 45 de calzada de la virgen,15
11240,905,retorno 46 de calzada de la virgen,15
11241,905,retorno 47 de calzada de la virgen,15
11242,905,retorno 48 de calzada de la virgen,15
11243,905,retorno 49 de avenida canal de miramontes,15
11244,905,retorno 5,15
11245,905,retorno 50 de calzada de la virgen,15
11246,905,retorno 51 de calzada de la virgen,15
11247,905,retorno 52 de calzada de la virgen,15
11248,905,retorno 53 de calzada de la virgen,15
11249,905,retorno 54 de calzada de la virgen,15
11250,905,retorno 55 de calzada de la virgen,15
11251,905,retorno 56 de calzada de la virgen,15
11252,905,retorno 57 de calzada de la virgen,15
11253,905,retorno 58 de calzada de la virgen,15
11254,905,retorno 60 de calzada de la virgen,15
11255,905,retorno 63 de pedro sainz de baranda,15
11256,905,retorno 64 de pedro sainz de baranda,15
11257,905,retorno 65 de pedro sainz de baranda,15
11258,905,retorno 66 de pedro sainz de baranda,15
11259,905,estado de mexico,15
11260,905,avenida canal de miramontes,15
11261,905,avenida del parque,15
11262,905,calle jose azueta abad,15
11264,905,calle pedro sainz de baranda,15
11265,905,calle piedra del sol,15
11266,905,calle piramide de la luna,15
11267,905,avenida santa ana,15
11268,905,calzada de tlalpan,15
11270,905,calle xotepingo,15
11272,905,61vo retorno de pedro sainz de baranda,15
11273,905,retorno 62 de pedro sainz de baranda,15
11274,905,retorno 63 de pedro saenz de baranda,15
11275,905,retorno 64 de pedro sainz de baranda,15
11276,905,retorno 65 de pedro sainz de baranda,15
11277,905,retorno 67 de pedro sainz de baranda,15
11278,905,calle del parque,15
11279,905,calle pedro arvizu,15
11280,905,calzada de la virgen,15
11281,905,retorno 28 de avenida santa ana,15
11282,905,retorno 29 de avenida santa ana,15
11283,905,retorno 31 de avenida santa ana,15
11284,905,retorno 34 de avenida santa ana,15
11285,905,retorno 44 de calzada de la virgen,15
11286,905,retorno 59 de calzada de la virgen,15
11287,905,retorno 6 de calzada de la virgen,15
11288,905,retorno 7 de calzada de la virgen,15
11289,905,retorno 8 de calzada de la virgen,15
11290,905,retorno 9 de calzada de la virgen,15
11291,905,calle aureliano valverde valdez,15
11292,905,calle castor,15
11293,905,avenida amacuzac,15
11294,905,retorno 51,15
11295,905,retorno 15,15
11296,905,retorno 23,15
11297,905,18 retorno,15
11298,905,retorno 57,15
11299,905,retorno 46,15
11300,905,retorno 39,15
11301,905,retorno 37,15
11302,905,retorno 35,15
11303,905,26 retorno,15
11304,905,retorno 67 calle,15
11305,905,49 retorno,15
11306,905,33 retorno,15
11307,905,retorno 3,15
11308,905,retorno 59,15
11309,905,retorno 2,15
11310,905,retorno 8,15
11311,905,retorno 60,15
11312,905,retorno 44,15
11313,905,retorno 6,15
11314,905,retorno 56,15
11315,905,retorno 21,15
11316,905,retorno 50,15
11317,905,retorno 28,15
11318,905,retorno 62,15
11319,905,retorno 16,15
11320,905,retorno 48,15
11321,905,retorno 55 calle,15
11322,905,retorno 54 calle,15
11323,905,retorno 12,15
11324,905,torres las avenida,15
11325,905,retorno 14,15
11326,905,41 retorno,15
11327,905,calle 28 de diciembre,15
11328,905,calle reforma,15
11329,905,retorno 68,15
11330,905,calle tenoch,15
11331,907,avenida del iman,15
36408,907,cordoba,15
36409,907,sinaloa,15
36410,907,puebla,15
36411,907,guaymas,15
36412,907,flora,15
36413,907,morelia,15
36414,907,jalapa,15
36415,907,durango,15
36416,907,uruapan,15
36417,907,orizaba,15
36418,907,merida,15
36419,907,morelia,15
36420,907,colima,15
36421,907,tabasco,15
36422,907,chihuahua,15
36423,907,guanajuato,15
36424,907,zacatecas,15
36425,907,tonala,15
36426,907,el oro,15
36427,907,chiapas,15
36428,907,tapachula,15
36429,907,jalapa,15
36430,907,yucatan,15
36431,907,san luis potosí,15
36432,907,chiapas,15
36433,907,acapulco,15
36434,907,tampico,15
36435,907,guadalajara,15
36436,907,cozumel,15
11332,908,calle acolhua,15
11333,908,calle benito juarez,15
11336,908,calle cuauhtemoc,15
11337,908,calzada de tlalpan,15
11338,908,avenida division del norte,15
11339,908,calle emiliano zapata,15
11340,908,calle hidalgo,15
11341,908,cerrada hidalgo,15
11343,908,calle juarez,15
11344,908,calle miguel hidalgo,15
11345,908,calle moctezuman,15
11346,908,calle museo,15
11347,908,calle nacahuitl,15
11348,908,callejon nezahualcoyotl,15
11349,908,calle nezahualpilli,15
11350,908,calle ocelotl,15
11351,908,calle tepetlapa,15
11353,908,calle xochitl,15
11355,908,calle calendula,15
11356,908,calle conahuac,15
11357,908,calle francisco de paula,15
11360,908,calle tallo,15
11362,908,callejon miguel hidalgo,15
11364,908,calle pedro hinojosa,15
11365,908,calle omecihuatl,15
11366,908,calle quahunicol,15
11368,908,calle nezahualcoyotl,15
11369,908,cerrada ilhuicamina,15
11370,908,cerrada cuauhtemoc,15
11371,908,avenida hidalgo,15
11372,908,calle ilhuicamina,15
11375,908,andador diego rivera,15
11378,908,calle diego rivera,15
11379,908,cerrada emiliano zapata,15
11381,908,calle 28 de diciembre,15
36217,909,virginia fabregas,15
36218,909,garcía icazbalceta,15
36219,909,alfonso herrera,15
36220,909,francisco pimentel,15
36221,909,gabino barrera,15
36222,909,altamirano,15
36223,909,guillermo prieto,15
36224,909,edison,15
36225,909,velazquez de leon,15
36226,909,rosas moreno,15
36227,909,serapio rendon,15
36228,909,sadi carnot,15
36229,909,antonio caso,15
36230,909,manuel maria contreras,15
36231,909,miguel schultz,15
36232,909,diaz cobarrubias,15
36090,910,violante,15
36091,910,navarro,15
36092,910,clark,15
36093,910,martenelli,15
36094,910,rojas,15
36095,910,tolnahuac,15
36096,910,zoltan kodaly,15
36097,910,jupiter,15
36098,910,san simon,15
36099,910,urano,15
36100,910,neptuno,15
36101,910,juan aldama,15
36102,910,venus,15
36103,910,inglaterra,15
36059,911,abedules,15
36060,911,chopo,15
36061,911,oyamel,15
36062,911,geranio,15
36063,911,pino,15
36064,911,azahares,15
36065,911,mimosas,15
36066,911,maple,15
36067,911,sandalo,15
36068,911,tilos,15
36069,911,pirul,15
36104,912,sauce,15
36105,912,peral,15
36106,912,eligio ancona,15
36107,912,cedro,15
36108,912,nogal,15
36109,912,laurel,15
36110,912,acacias,15
36111,912,fresno,15
36112,912,tulipan,15
36113,912,trebol,15
36114,912,dr. atl,15
36115,912,margarita,15
36116,912,eucalipto,15
36117,912,lirio,15
36118,912,manuel carpio,15
36119,912,salvador diaz miron,15
36120,912,jaime torres bodet,15
36121,912,mirto,15
36122,912,bugambilia,15
36123,912,dr. enrique gonzalez martinez,15
36124,912,sabino,15
36125,912,sor juana ines de la cruz,15
36126,912,chopo,15
36127,912,amado nervo,15
36128,912,lopez velarde,15
36129,912,naranjo,15
36130,912,santa maria la ribera,15
36131,912,hortencia,15
36132,912,ebano,15
36133,912,roble,15
11386,925,1ra cerrada de nahuatlacas,15
11390,925,estado de mexico,15
11391,925,calle lago,15
11393,925,cerrada nahuatlacas,15
11394,925,calle panteon,15
11395,925,calle rey moctezuma,15
11396,925,calle san lorenzo,15
11397,925,calle tizoc,15
11398,925,calle del lago,15
11400,925,estado de mexico,15
11401,925,huayamilpas 1ra cerrada,15
11402,925,san antonio calle,15
11403,925,calle emiliano zapata,15
11404,925,calle rey tizoc,15
11405,925,3ra cerrada de huayamilpa,15
11407,925,calle guillermo valle,15
11408,925,calle huayamilpas,15
11409,925,2da cerrada de de huayamilpa,15
11410,925,calle las flores,15
11411,925,4ta cerrada de huayamilpa,15
11412,925,5ta cerrada de huayamilpa,15
11413,925,calle san miguel,15
11414,925,estado de mexico,15
11415,925,callejon pino,15
36233,925,ezequiel montes,15
36234,925,jose maria iglesias,15
36235,925,arriaga,15
36236,925,ranos arispe,15
36237,925,marical,15
36238,925,alcazar,15
36239,925,baranda,15
36240,925,emparam,15
36241,925,teran,15
36242,925,edison,15
36243,925,badillo,15
36244,925,antonio caso,15
36245,925,vallarta,15
36246,925,paris,15
36247,925,madrid,15
36248,925,gomez farias,15
11416,930,1ra cerrada del iman,15
11417,930,2da cerrada del iman,15
11418,930,3ra cerrada del iman,15
11419,930,4ta cerrada del iman,15
11420,930,5ta cerrada del iman,15
11421,930,6ta cerrada del iman,15
11422,930,7ma cerrada del iman,15
11423,930,calle venustiano carranza,15
36324,930,chimalpopoca,15
36325,930,callejón san antonio abad,15
36326,930,santa cruz acatlan,15
36327,930,lorenzo boturini,15
36328,930,gutierrez najera,15
36329,930,manuel jose othon,15
36330,930,antonio garcia cubas,15
36331,930,agustin delgado,15
36332,930,xocongo,15
11424,931,avenida estadio azteca,15
11425,931,calle las flores,15
11426,931,calle morelos,15
11427,931,calle popocatepetl,15
11428,931,calle san laberto,15
11429,931,calle san alejandro,15
11430,931,calle san antonio,15
11431,931,calle san benjamin,15
11432,931,calle san bernardino,15
11433,931,calle san castulo,15
11435,931,calle san celso,15
11437,931,calle san emeterio,15
11438,931,calle san felipe,15
11439,931,calle san gabriel,15
11440,931,calle san gonzalo,15
11441,931,calle san hermilo,15
11442,931,calle san isidro,15
11443,931,cerrada san isidro,15
11444,931,calle san jorge,15
11445,931,calle san julio,15
11446,931,calle san leon,15
11447,931,calle san perfecto,15
11448,931,calle san raul,15
11449,931,calle san samuel,15
11450,931,avenida santa ursula,15
11451,931,calle textitlan,15
11452,931,calle san faustino,15
11453,931,calle san pablo,15
11454,931,calle san benito,15
11455,931,calle san carlos,15
11456,931,calle san macario,15
11457,931,calle san pascasio,15
36179,933,radio,15
36180,933,telurio,15
36181,933,mapimi,15
36182,933,plomo,15
36183,933,platino,15
36184,933,peñoles,15
36185,933,estaño,15
36186,933,batopilas,15
36187,933,aurora,15
36188,933,aluminio,15
36189,933,cobre,15
36190,933,atotonilco,15
36191,933,san andres de la sierra,15
11458,935,8va cerrada del iman,5
11459,935,7ma cerrada del iman,5
11460,935,6ta cerrada del iman,5
11461,935,5ta cerrada del iman,5
11462,935,4ta cerrada del iman,5
11463,935,avenida del iman,5
11464,935,avenida estadio azteca,5
11465,935,cojoles,5
11466,935,2da cerrada del iman,5
11467,935,1ra cerrada del iman,5
11468,935,cerrada sabinos,5
11469,935,avenida anillo periferico,5
11470,935,calle cuajaran,5
11471,935,cerrada chicaras,5
11472,935,jojoles cerrada,5
11473,935,calle joyas,5
11474,935,calle chicaras,5
11476,935,calle butacaris,5
11477,935,calle malitzin,5
11478,935,2da cerrada del iman,5
11479,935,calle eudevas,5
11480,935,calle basopas,5
11481,935,gojoles,5
11482,935,3ra cerrada del iman,5
11483,935,calle comoporis,5
11485,935,5ta cerrada del iman,5
11486,935,cojoles,5
11487,935,4ta cerrada del iman,5
11488,935,7ma cerrada del iman,5
11489,935,calle aponecas,5
11490,935,calle jecualmes,5
11491,935,calle jova,5
11497,938,calle elvira vargas,5
11499,938,retorno mirador,5
11500,938,calle muralla china,5
11501,938,calle cachitas,5
11502,938,calle huixtla,5
11503,938,calle rancho san mateo,5
11504,938,calle anahuac,5
11505,938,avenida armada de mexico,5
11506,938,calle cintalapa,5
11507,938,calle santo tomas,5
11508,938,vista hermosa de 3er.,5
11509,938,cafetales de 3er,5
11510,938,vista hermosa 1er andador,5
11511,938,1er retorno de canal nacional,5
11513,938,avenida santa ana,5
11515,938,2da privada de mariquita,5
11517,938,retorno de hacienda vista hermosa,5
11520,938,privada mariquita,5
11521,938,calle mercedes abrego,5
11523,938,estado de mexico,5
11524,938,avenida carlota armero,5
11525,938,calle rosario castellanos,5
11526,938,avenida cafetales,5
11527,938,calle rancho vista hermosa,5
11528,943,andador chintete,5
11531,943,andador tepano,5
11532,943,andador huisapol,5
11533,943,andador huizaa,5
11534,943,andador huizache,5
11535,943,andador huizapanela,5
11537,943,andador yonduro,5
11538,943,andador navideño,5
11539,943,andador chintete,5
11540,943,calle honorio segura,5
11541,943,calle huizachito,5
11542,943,calle huizapanela,5
11543,944,calzada del hueso,5
11544,944,calle hacienda escalera,5
11545,944,calle hacienda herradura,5
11546,944,calle hacienda hormiguero,5
11547,944,calle hacienda la flor,5
11548,944,calle hacienda los morales,5
11549,944,calle heacienda mezquite,5
11550,944,calle hacienda salaices,5
11551,944,calle hacienda san diego de los padres,5
11552,944,calle hacienda santa cecilia,5
11553,944,calle hacienda temoluco,5
11554,944,calle hacienda texmelucan,5
11555,944,calle hacienda torrecillas,5
11556,944,calle hacienda torrecillas,5
11557,944,calle hacienda vista hermosa,5
11558,944,calle hacienda de santa ursula,5
11559,944,calle hacienda de xalpa,5
11560,944,calle hacienda canutillo,5
11561,944,calzada de las bombas,5
11563,944,calle cuicatlan,5
11564,944,calle cuicatlan,5
11565,944,calle hacienda santa ursula,5
11566,944,avenida canal nacional,5
11567,952,calle 16 de diciembre,5
11568,952,calle 25 de diciembre,5
11569,952,calle 6 de enero,5
11570,952,calle campanitas,5
11571,952,calle del moral,5
11572,952,calle gaspar,5
11573,952,calle granados,5
11574,952,calle hector victoria,5
11575,952,calle los reyes,5
11576,952,calle nochebuena,5
11577,952,calle noche de paz,5
11578,952,calle pastores,5
11579,952,calle posadas,5
11580,952,calle 8 de diciembre,5
11581,952,cerrada 25 de diciembre,5
11582,952,calle navidad,5
11583,952,calle melchor,5
11584,952,calle pascuas,5
11585,952,calle 10 de diciembre,5
11586,952,calle buen vecino,5
11587,952,cerrada amistad,5
11588,952,calle 15 de diciembre,5
11589,952,calle baltazar,5
11590,952,avenida de los pastores,5
11591,952,2da cerrada de ebano,5
11592,952,calle 20 de diciembre,5
11593,952,prolongacion 25 de diciembre,5
11595,952,calle tres reyes,5
11596,952,cerrada 5 de diciembre,5
11599,952,calle estrella de belen,5
11601,961,1ra cerrada de adolfo lopez mateos,5
11602,961,2da cerrada de adolfo lopez mateos,5
11603,961,avenida adolfo lopez mateos,5
11604,961,calle diego jose abad,5
11605,961,calle f carlos lavalle,5
11606,961,prolongacion hidalgo,5
11607,961,calle jose maria castorena,5
11608,961,calle leopoldo romano,5
11609,961,calle raquel camacho,5
11610,961,calle adolfo lopez mateos,5
11611,961,calle hidalgo,5
11612,961,calle bernardo jimenez,5
11613,961,calle lic castillo ledon,5
11614,961,cerrada leopoldo romano,5
11615,961,calle castillo ledon,5
11616,961,1ra cerrada de leopoldo romano,5
11617,961,cerrada de f carlos lavalle,5
11618,961,cerrada rosal,5
11619,961,2da cerrada de leopoldo romano,5
