id_calle,id_colonia,descripcion_calle,id_delegacion
1260,127,calle chabacanos,10
1261,127,cerrada de chabacano,10
1262,127,calle peras,10
1263,127,calle cipres,10
1264,127,cerrada chabacano,10
1265,127,prolongacion manzanas,10
1266,127,andador chabacano,10
1267,127,avenida centenario,10
1269,127,andador durazno,10
1271,127,andador membrillo,10
1,3,1er andador,10
2,3,2do andadr5o,10
3,3,3er andador,10
4,3,calle artificios,10
5,3,calle bondojito,10
6,3,calle chico,10
7,3,calle florencio miranda,10
8,3,calle huichapan de leon,10
9,3,calle ixmiquilpan,10
10,3,avenida observatorio,10
11,3,calle tula,10
12,3,calle tulancingo,10
13,3,calle bejuco,10
14,3,calle el chico,10
15,3,calle florencio miranda,10
16,3,calle celulosa,10
17,3,andador chico,10
18,3,chico 1 andador,10
19,3,cerrada tulancingo,10
20,3,calle ana maria gallaga,10
21,3,calle ferrocarril de cuernavaca,10
22,3,calle pino,10
23,3,andador artificios,10
24,3,calle huichapan,10
25,3,calle acueducto,10
26,3,calle huchapan de leon,10
27,3,cerrada romilio ofrare,10
28,3,cerrada jacarandas,10
29,6,avenida de las dalias,10
30,6,calzada de la salud,10
31,6,calzada de las bombas,10
32,6,calle canope,10
33,6,calle crisantemos,10
34,6,calle campanilla,10
35,6,calle d,10
36,6,calle nardos,10
37,6,calle iris,10
38,6,calle rancho las cabañas,10
39,6,calle agave,10
40,6,calle malvas,10
41,6,calle  dracena,10
42,6,calle pensamientos,10
43,6,calle fovisste coapa,10
44,7,avenida de las dalias,10
45,7,calzada de la salud,10
46,7,calzada de las bombas,10
47,7,calle canope,10
48,7,calle crisantemos,10
49,7,calle campanilla,10
50,7,calle d,10
51,7,calle nardos,10
52,7,calle iris,10
53,7,calle rancho las cabañas,10
54,7,calle agave,10
55,7,calle malvas,10
56,7,calle  dracena,10
57,7,calle pensamientos,10
58,7,calle fovisste coapa,10
59,11,calle 1,10
60,11,andador 2,10
61,11,calle 3,10
62,11,andadro 4,10
63,11,calle5,10
64,11,calle alto lerma,10
65,11,calle alto lerma,10
66,11,andador 3,10
67,11,andaor 1,10
68,12,calle desembocadura,10
69,12,calle boca del rio,10
70,12,calle del ferrocarril,10
71,12,venida rio tacubaya,10
72,12,calle arturo soto rangel,10
73,12,temoluco 48 andador,10
74,12,acueducto de guadalupe,10
75,12,calle fiordos,10
76,12,calle 50 andador,10
77,12,rio san javier,10
78,12,de la marea calle,10
79,12,de la barra,10
80,12,avenida cima,10
81,12,4to andador xemoluca,10
82,12,calle arrecife,10
83,12,31 andador del temoluco,10
84,12,andador 20,10
85,12,avenida rio san javier,10
86,12,avenida brisas,10
87,12,andador 45,10
88,12,calle confluencia,10
89,12,calle acantilados,10
90,12,andador 31,10
91,12,andador 38,10
92,12,andador 1,10
93,12,8vo andador del temoluco,10
94,12,avenida de la insula,10
96,12,avenida briscas y ventiscas,10
97,12,andado r48,10
98,12,andador 47,10
99,12,andador 49,10
100,12,andador 10,10
101,12,andador lloviano,10
102,12,43vo andador del temoluco,10
103,12,avenida de la marejada,10
104,12,calle playa,10
105,12,andador 26,10
106,12,bulevar de temolulco,10
107,12,andador temoluco,10
108,12,33vo andador temoluco,10
109,12,andador 27,10
110,12,andador 12,10
111,12,calle tarahumaras,10
112,12,calle laurel,10
113,12,calle temoluco,10
114,12,calle rio javier,10
115,12,9no andador del temoluco,10
116,12,avenida dentista,10
117,12,calle ferrocarril mexicano,10
118,12,calle malecon,10
119,12,calle de la escollera,10
120,12,andador 29,10
121,12,andador 47,10
122,12,andador 37,10
123,12,andador 44,10
124,14,calle barranca del tesoro,10
125,14,calle mimi derva,10
126,14,prolongacion mimi derva,10
127,14,calle david silva,10
128,14,calle fanny schiller,10
129,14,calle adriana lamar,10
130,14,calle alfredo carrasco,10
131,14,1ra cerrada lucia mendez,10
132,14,calle carlos orellana,10
133,14,cerrada amapola,10
134,14,calleconsuelo monteagudo,10
135,14,cerrada de  juventino rosas,10
136,14,calle cerro azul,10
137,14,calle jose mojica,10
138,14,calle miguel inclan,10
139,14,cerrada  de lucha,10
140,14,calle  21 de marzo,10
141,14,calle ricardo flores magon,10
142,14,cerradaelias campos,10
143,14,calle pedro infante,10
144,14,cerrada pedro vargas,10
145,14,andador diez de mayo,10
146,14,calle pedro nolasco,10
147,16,calle galeana,10
148,16,avenidajose maria morelos,10
149,16,cerrada pipila,10
150,16,calle camino real,10
151,16,cerrada fernando celada,10
152,16,cerrada de rio pinto,10
153,16,matamoros,10
154,16,cañada de rio pinto,10
155,16,calle jimenez,10
156,16,cerrada rosquin 1ra,10
157,16,calle francisco mujica,10
158,16,calle paso de los libres,10
159,16,canalieja,10
160,16,calle cañada rica,10
161,16,aldama ignacio calle,10
162,16,calle canteras,10
163,16,calle cañada de rio pinto,10
164,16,calle cañada honda,10
165,16,calle cañada real,10
166,16,calle rica cañada,10
167,16,calle cañada seca,10
168,16,calle cañada verde,10
169,16,calle cañada de morte,10
170,16,cerrada rosquin,10
171,16,calle cañada de luque,10
172,16,calle cañada vellida,10
173,16,calle cañada del risco,10
174,16,calle luis g urbina,10
175,16,calle cañada rosquin,10
176,16,calle rio pinto,10
177,16,calle vista alegre,10
178,16,calle genaro gomez,10
179,16,calle francisco i madero,10
180,16,camino real a toluca,10
181,16,paseo del gallo,10
182,16,calle francisco gonzalez camarena,10
183,16,calle manuel acuña,10
184,16,calle paso del gallo,10
185,16,calle cantil,10
186,16,calle francisco villa,10
187,16,calle paso del molino,10
188,16,calle cañada de martha,10
189,16,calle cañada de la cruz,10
190,16,cerrada cañada rosquin,10
191,16,calle mariano abasolo,10
192,16,calle paso hondo,10
193,16,calle heron proal,10
194,16,bajada hidalgo,10
195,16,calle vista hermosa,10
196,16,2da cerrada rosquin,10
197,16,calle juarez,10
198,16,calle risco,10
199,16,calle antonio plaza,10
200,16,calle paso florentino,10
201,16,calle cañada,10
202,16,1er callejon cañada rosquin,10
203,16,cerrada josefa ortiz,10
204,16,cerrada cañada real,10
205,16,cerrada pino,10
206,16,calle heriberto jara,10
207,21,calle baul,10
208,21,cerrada baul,10
209,21,calle coruco,10
210,21,callejon del beso,10
211,21,calle zanduga,10
212,21,privada  baul,10
213,21,calle pueblo nuevo,10
214,22,calle isabel acero,10
215,22,cerrada cocomeca,10
216,22,calle xocomecatl,10
217,22,calle hidalgo,10
218,22,bello margarita,10
219,22,calle margarita bello,10
220,22,calle catalina acevedo,10
221,22,andador federal,10
222,22,calle josefa bastida,10
223,22,calle  isabel acero,10
224,22,calle barbara cachorro,10
225,22,calle barbara chamorro,10
226,23,calle barranca de la morena,10
227,23,calle francisco zarco,10
228,23,calle gomez farias,10
229,23,calle jose mari patoni,10
230,23,calle leona vicario,10
231,23,calle miguel negrete,10
232,23,calle porfirio diaz,10
233,23,privada porfirio diaz,10
234,23,prolongacion porfirio diaz,10
235,23,calle sor juana ines de la cruz,10
236,23,cerrada sor juana ines de la cruz,10
237,23,calle zaragoza,10
238,23,calle barranca la morena,10
239,23,privada magnolia,10
240,23,prolongacion gomez farias,10
241,23,avenida valentin gomez farias,10
242,23,cerrada magnolia,10
243,23,calle leona vicario,10
244,23,andador barranca de la morena,10
245,23,avenida vasco de quiroga,10
246,25,calle etna,10
247,25,bulevar adorlfo lopez mateos,10
248,25,avenida aguilas,10
249,25,calle ajusco,10
250,25,calle alfonso caso,10
251,25,calle alpes,10
252,25,calle andes,10
253,25,privada andes,10
254,25,avenida barranca del muerto,10
255,25,calle carpatos,10
256,25,calle condor,10
257,25,calle corregidora,10
258,25,calzada de los leones,10
259,25,rinconada tlacopc,10
260,25,cerrada versalles,10
261,25,avenida periferico sur,10
262,25,avenida revolucion,10
263,25,calle vezubio,10
264,25,calle barranca del muerto,10
265,25,calzada desierto de los leones,10
266,25,calle francisco i madero,10
267,25,avenida lomas de plateros,10
268,25,avenida anillo periferico,10
269,25,privada condor,10
270,25,calzada de las aguilas,10
271,31,avenida golondrina acerada,10
272,31,retorno golondrina de mar,10
273,31,retorno golondrina de mar,10
274,31,retorno golondrina rustica,10
275,31,retorno golondrina b rustica,10
276,31,retorno golondrinas del rio,10
277,31,avenida rio san borja,10
278,31,calle felix de azara,10
279,31,calle golondrina artica,10
280,31,retorno golondrina,10
281,31,calle calandrias,10
282,31,calle golondrina de los acantilados,10
283,31,calle golondrina viajera,10
284,31,calle golondrina muda,10
285,31,calle golondrina de la rivera,10
286,31,avenida principal,10
287,31,calle golondrinas de las riveras,10
288,31,retorno golondrina del mar,10
289,31,calle golondrina de galanteo,10
290,31,andador ruiseñor,10
291,31,calle lomas de capula,10
292,31,calle golondrina real,10
293,31,andador golondrina del galanteo,10
294,31,avenida minas,10
295,31,callejon del gavilan,10
296,31,calle golondrina de los alpes,10
297,31,calle golondrina capistran,10
298,31,cerrada lomas de capula,10
299,33,6ta cerrada de acueducto,10
300,33,calle a santo domingo,10
301,33,prolongacion acueducto,10
302,33,prolongacion artificios,10
303,33,andador dacron,10
304,33,avenida de las torres,10
305,33,calle de las torres,10
306,33,bajada del capulin,10
307,33,nadador gardenias,10
308,33,andador orquideas,10
309,33,cerrada paseo de las aguilas,10
310,33,andador ramiro,10
311,33,calle rio tacubaya,10
312,33,andador dacaron,10
313,33,calle santa isabel,10
314,33,calle santa lucia,10
315,33,calle artificios,10
316,33,andador paseo de las aguilas,10
317,33,calle ramio,10
318,33,cerrada hueltatitla,10
319,33,xochitl andador,10
320,33,4ta cerrada arboledas,10
321,33,avenida del paraje,10
322,33,cerrada catorce de febrero,10
323,33,calle ciudad de chabacano,10
324,33,2da cerrada arboledas,10
325,33,calle artificas,10
326,33,calle manzanares,10
327,33,calle arboledas,10
328,33,calle dacron,10
329,33,calle san gabriel arcangel,10
330,33,calle acueducto,10
331,33,4ta cerrada capulin,10
332,33,cerrada astilleros,10
333,33,5ta cerrada  de arboledas,10
334,33,cerrada diez de mayo,10
335,33,1ra cerrada aboledas,10
336,33,andador pacron,10
337,33,calle minas de arena,10
338,33,cerrada tlacoyaque,10
339,42,calle aguila,10
340,42,bulevar adolfo lopez mateos,10
341,42,calle avestruz,10
342,42,avenida camino real a toluca,10
343,42,avenida camino real a toluca,10
344,42,cerrada camino real a toluca,10
345,42,calle campo florido,10
346,42,calle canario,10
347,42,calle cisne,10
348,42,calle condor,10
349,42,calle divicion del norte,10
350,42,calle villa de dorados,10
351,42,calle faisan,10
352,42,calle felipe angeles,10
353,42,avenida ferrocarril de cuernavaca,10
354,42,calle gallareta,10
355,42,calle garza,10
356,42,cerrada golondrina,10
357,42,calle jilguero,10
358,42,calle paloma,10
359,42,calle pato,10
360,42,calle ruiseñor,10
361,42,prolongacion tordo,10
362,42,calle zenzontle,10
363,42,calle camino a belem,10
364,42,calzada minas de arena,10
365,42,calle rio tacubaya,10
366,42,calle cenzontle,10
367,42,cerrada camino real,10
368,42,dublan manuel calle,10
369,42,de garza,10
370,42,andador 53,10
371,42,calle pavo real,10
372,42,calle felipe martell,10
373,42,calle adolfo lopez mateos,10
374,42,calle felipe angeles,10
375,42,calle camino real a toluca,10
376,42,calle halcon,10
377,42,cerrada agula,10
378,42,avenida rio tacubaya,10
379,47,calzada santa ana norte,10
380,47,calzada santa ana sur,10
381,47,calle potosi,10
382,47,calle saturno,10
383,47,calle asuncion,10
384,47,calle arroyo de ticoman,10
385,47,calle arroyo de los ahuehuetes,10
386,47,calle arroyo de la escalera,10
387,47,avenida de las torres,10
388,47,caracas sur,10
389,47,calle miguel bernard,10
390,47,calle othon de mendiozabal,10
391,47,calle sucre norte,10
392,47,calle luis stampa ortigoza,10
393,47,calle carrizo,10
394,47,calle cunagua,10
395,47,avenida uruyen,10
396,47,calle marianao,10
397,50,calle abundio martinez,10
398,50,calle alfonso esparza oteo,10
399,50,calle angelina,10
400,50,prolongacion angelina,10
401,50,avenida barranca del muerto,10
402,50,calle ernesto elorduy,10
403,50,calle felipe villanueva,10
404,50,calle fernando villalpando,10
405,50,calle gustavo campa,10
406,50,calle guty cardenas,10
407,50,avenida insurgentes sur,10
408,50,calle jaime nuno,10
409,50,calle juan pablo ii,10
410,50,calle juventino rosas,10
411,50,calle loernzo barcenas,10
412,50,calle macedonio alcala,10
413,50,calle  m manuel ponce,10
414,50,calle manuel castro padilla,10
415,50,calle melesio morales,10
416,50,calle miguel lerdo de tejada,10
417,50,calle pedro luis ogazon,10
418,50,calle pedro valdez fraga,10
419,50,avenida revolucion,10
420,50,calle ricardo castro,10
421,50,calle palmerin ricardo,10
422,50,calle rio san angel,10
423,50,calle sagredo,10
424,50,calle silvestre revueltas,10
425,50,glorieta valverde,10
426,50,calle barranca del muerto,10
427,50,calle gustavo e campa,10
428,50,calle del parque,10
429,50,calle condor,10
430,50,calle corregidora,10
431,50,calle gustavo e campa,10
432,51,calle bondojito,10
433,51,avenida observatorio,10
434,51,calle sur 128,10
435,51,calle sur 132,10
436,51,calle sur 138,10
437,51,calle poniente 75,10
438,51,calle sur 126,10
439,51,calle sur 130,10
440,51,calle sur 136,10
441,51,calle artificios,10
442,56,avenida bernanrdo quintana,10
443,56,avenida paso de alcazar,10
444,56,calle guanajuato,10
445,56,avenida distrito federal,10
446,64,1ra privada de mariquita sanchez,10
447,64,andador ihuatzio,10
448,64,calle cuautepac,10
449,64,andador zomalpa,10
450,64,avenida zaachila,10
451,64,seris,10
452,64,calle canal nacional,10
453,64,calle ihuatzio,10
454,64,calle mariquita  sanchez,10
455,64,plaza chichenitza,10
456,64,avenida santa ana,10
457,64,1ra privada canal nacional,10
458,73,calle bejuco,10
459,73,calle biznaga,10
460,73,privada biznaga,10
461,73,calle bondojito,10
462,73,calle cañamo,10
463,73,avenida las torras,10
464,73,henequen,10
465,73,avenida ixtle,10
466,73,calle ixtle,10
467,73,calle lino,10
468,73,avenida observatorio,10
469,73,calle abeja poblana,10
470,73,calle denegri,10
471,73,calle el correo del sur,10
472,73,calle 21,10
473,73,cerrada noche buena,10
474,73,calle 1 de mayo,10
475,73,viznaga,10
476,73,calle diaz escalante,10
477,73,calle 57,10
478,73,mina antinomio,10
479,73,calle panal,10
480,73,calle fanal,10
481,73,cerrada ixtle,10
482,74,avenida camino a belem,10
483,74,calle mina avino,10
484,74,calle mina dolores,10
485,74,calle mina etzalan,10
486,74,calle mina providencia,10
487,74,calle mina de sacramento,10
488,74,calle mina rica,10
489,74,calles minas sacramento,10
490,74,andador mina soyopan,10
491,74,calle minas soyopan,10
492,74,calle lomas de santo domingo mineros,10
494,74,avenida sur 122,10
495,74,avenida tacubaya,10
496,74,minas de arena avenida,10
497,74,calle mineros purisima,10
498,74,calle mina rela de catorce,10
499,74,cerrada mina real de catorce,10
500,74,calle mineros,10
501,76,avenidaaltavista,10
502,76,calzada desierto de los leones,10
503,76,calle de jose teresa,10
504,76,calle felipe leon,10
505,76,calle maria luisa,10
506,76,calle reforma,10
507,76,avenida revolucion,10
508,76,calle reyna,10
509,76,ccale san carlos,10
510,76,cerrada calyecac,10
511,76,calle aguilas,10
512,76,calle hidalgo,10
513,76,calle del parque,10
514,76,calle campestre,10
515,76,calle ricardo castro,10
516,76,calle roberto boker,10
517,76,avenida felipe leon,10
518,76,cerrada francisco i madero,10
519,76,calle corregidora,10
520,76,cerrada cortes,10
521,76,calle juares,10
522,76,callejon de la rosa,10
523,76,avenida del parque,10
524,83,calle calabreces,10
525,83,avenida escuadron 201,10
526,83,calle florentinos,10
527,83,calle genoveces,10
528,83,calle lombardos,10
529,83,calle milaneses,10
530,83,calle napolitanos,10
531,83,calle nevecianos,10
532,83,calle peruginos,10
533,83,calle romanos,10
534,83,avenida roque velazquez ceron,10
535,83,calle sicilianos,10
536,83,calle tarentes,10
537,83,calle verones,10
538,83,calle aconitanos,10
539,83,calle 5,10
540,83,calle 4,10
541,83,calle e,10
542,83,calle a,10
543,83,calle lucanas,10
544,83,calle 3,10
545,83,calle 2,10
546,83,calle d,10
547,83,calle lucanos,10
548,83,calle antigua via la venta,10
549,83,calle 6,10
550,83,calle h,10
551,83,calle g,10
552,83,calle c,10
553,83,calle venecianos,10
554,83,calle f,10
555,83,avenida romanos,10
556,83,avenida antigua via la venta,10
557,83,calle cicilianos,10
558,83,avenida central,10
559,87,avenida camino a belem,10
560,87,avenida camino real a toluca,10
561,87,calle cerrojillo,10
562,87,prolongacion cisne,10
563,87,avenida del rio,10
564,87,calle fabrica,10
565,87,prolongacion faisan,10
566,87,calle golondrina,10
567,87,calle halcon,10
568,87,cerrada halcon,10
569,87,prolongacion halcon,10
570,87,avenida jardin,10
571,87,calle jacir rosales,10
572,87,calle jilguero,10
573,87,prolongacion jilguero,10
574,87,calle la curva,10
575,87,calle laminadora,10
576,87,calle manuel doblado,10
577,87,calle mirador,10
578,87,calle paloma,10
579,87,calle paralela 1,10
580,87,avenida paralela 2,10
581,87,calle paralela,10
582,87,calle paralela 4,10
583,87,calle paralela 6,10
584,87,calle paralela 5,10
585,87,calle pavo real,10
586,87,prolongacion pavo real,10
587,87,calle postes,10
588,87,calle primavera,10
589,87,avenida rio tacubaya,10
590,87,cerrada rio tacubaya,10
591,87,prolongacion ruiseñor,10
592,87,calle sur 122,10
593,87,prolongtacion  sur 128,10
594,87,calle 1,10
595,87,golondrina,10
596,87,cerrada golondrinas,10
597,87,calle faisan,10
598,87,calle rafael alducin,10
599,87,calle camino real,10
600,87,calle paralela 2,10
601,87,calle 3,10
602,87,calle ruiseñor,10
603,87,calle cisne,10
604,87,calle rio tacubaya,10
605,87,camino real a toluca,10
606,87,calle mirador,10
607,87,calle 2,10
608,87,calle campo florido,10
609,87,calle del rio,10
610,87,calle camino a belem,10
611,91,calle alberto leduc,10
612,91,calle alfonso montoya,10
614,91,calle esteban flores,10
616,91,calle silvestre melgarejo,10
617,91,calle francisco barcenas,10
619,91,calle francisco barcenas,10
620,91,calle bugambilias,10
621,91,2do andador emiliano zapata,10
622,91,calle rio mixcoac,10
623,91,calle rufino tamayo,10
624,91,calle avalos puente,10
625,91,calle antonio ruiz galicia,10
626,91,calle gustavo duran gonzalez,10
627,91,prolongacion gustavo duran gonzalez,10
628,91,prolongacion duran gonzalez,10
629,91,calle francisco orozco muñoz,10
630,91,callejon alberto leduc,10
632,91,calle jorge cuesta,10
633,91,1ra cerrada de esteban flores,10
634,91,1ra cerrada de esteban flores,10
635,91,1ra cerrada de esteban flores,10
636,91,3ra cerrada de esteban flores,10
637,91,calle las granjas,10
638,91,2da cerrada de esteban flores,10
639,92,avenida antigua via la venta,10
640,92,calle brasileños,10
641,92,avenida camino a santa fe,10
642,92,calle chilenos,10
643,92,avenida mexicanos,10
644,92,calle peruanos,10
645,92,calle felipe martell,10
646,92,calle  nicaraguences,10
647,92,avenida santa fe,10
648,92,calle veracruzanos,10
649,92,calle uruguayos,10
650,92,calle camino real a toluca,10
651,94,avenida antigua via la venta,10
652,94,calle brasileños,10
653,94,avenida camino a santa fe,10
654,94,calle chilenos,10
655,94,avenida mexicanos,10
656,94,calle peruanos,10
657,94,calle felipe martell,10
658,94,calle  nicaraguences,10
659,94,avenida santa fe,10
660,94,calle veracruzanos,10
661,94,calle uruguayos,10
662,94,calle camino real a toluca,10
663,98,calle avellana,10
664,98,calle bellota,10
665,98,calle pistache,10
666,98,calle pueblo nuevo,10
667,98,calle tamarindo,10
668,98,calle baul,10
669,98,bajada pueblo nuevo,10
670,98,calle zandunga,10
671,98,calle 7,10
672,98,calle cerro tecolalco,10
673,98,calle tecolaco,10
674,98,calle coruco,10
675,98,calle 5,10
676,98,calle barranquilla,10
677,98,calle eucalipto,10
678,98,calle 3,10
679,98,privada baul,10
680,99,calle mina,10
681,99,1ra cerrada de gregorio lopez,10
682,99,2da cerrada gregorio lopez,10
683,99,calle bandera nacional,10
684,99,calle bellavista,10
685,99,calle corregidora,10
686,99,privada corregidora,10
687,99,calle diego de ordaz,10
688,99,calle felipe angeles,10
689,99,privada felipe angeles,10
690,99,calle galeana,10
691,99,calle gregorio lopez,10
692,99,calle hidalgo,10
693,99,calle magnolia,10
694,99,cerrada magnolia,10
695,99,calle matamoros,10
696,99,privada matamoros,10
697,99,calle morelos,10
698,99,calle nicolas bravo,10
699,99,calle pino,10
700,99,calle polvora,10
701,99,cerrada polvora,10
702,99,privada polvora,10
703,99,prolongacion porfirio diaz,10
704,99,calle primavera,10
705,99,calle progreso,10
706,99,calle serpiente,10
707,99,calle violeta,10
708,99,calle camino a santa fe,10
709,99,calle camino verde,10
710,99,calle de la laja,10
711,99,calle paso mayor,10
712,99,calle estrella de belen,10
713,99,avenida prolongacion valentin gomez farias,10
714,99,avenida vasco de quiroga,10
715,99,andador paso del molino,10
716,99,andador estragon,10
717,99,cerrada checoslovacos,10
718,99,praxedis guerrero,10
719,99,calle martinez valle,10
720,99,prolongacion rosales,10
721,99,privada tlapechico,10
722,99,calle claveles,10
723,99,estrella brillante,10
724,99,cerrada de matamoros,10
725,99,calle manzana 4,10
726,99,tlapechico 1er,10
727,99,de la joya calle,10
728,99,calle nardos,10
729,99,belen de,10
730,99,cerrada porfirio diaz,10
731,99,privada porfirio diaz,10
732,99,calle rosales,10
733,99,calle camino real a toluca,10
734,99,calle pueblo nuevo,10
735,99,calle paso florentino,10
736,99,calle pistache,10
737,99,cerrada gral.antonio rosales,10
738,99,calle cebada,10
739,99,calle tlapechico,10
740,99,calle ruben dario,10
741,99,calle cilantro,10
742,99,calle barranca de la morena,10
743,99,andador la moderna,10
744,99,cerrada pueblo nuevo,10
746,99,seccion santa fe,10
747,99,cerrada galeana,10
748,99,calle guillermo gonzalez camarena,10
749,99,andador la morena,10
750,99,calle maragrita maza de juarez,10
751,99,avenida bernanrdo quintana,10
752,99,privada porfirio diaz,10
753,99,calle antonio rosales,10
754,99,callejon tlalpechico,10
755,99,calle barranquilla,10
756,99,calle estrella,10
757,99,calle zaragoza,10
758,99,calle gral. antonio rosales,10
759,99,calle porfirio diaz,10
760,99,calle paseo de los arrieros,10
761,99,calle hermenegildo galeana,10
763,99,prolongacion porfirio diaz,10
764,99,calle estragon,10
765,99,camino viejo a toluca,10
766,99,andador de la morena,10
767,99,privada  pueblo nuevo,10
768,99,cerrada vasco de quiroga,10
769,99,cerrada gregorio lopez,10
770,99,calle vasco de quiroga,10
771,99,calle canteros,10
772,99,privada fresnos,10
773,99,calle tlapechico,10
774,99,2do callejon tlapechico,10
775,99,avenida bernanrdo quintana,10
776,99,andador 1,10
777,99,cerrada corregidora,10
778,99,calle arturo prior,10
779,99,cerrada fresnos,10
781,99,cerrada violeta,10
782,99,cerrada gral.antonio rosales,10
783,99,calle mariano matamoros,10
784,99,calle campo militar,10
785,99,calle la escondida,10
786,99,calle miguel aleman,10
787,99,calle paso del rey,10
788,99,camino real,10
789,99,calle tejocote,10
790,99,calle baul,10
791,99,calle valentin gomez farias,10
792,99,3er callejon tlapechico,10
793,99,calle belem,10
794,99,andador estrella gama,10
795,99,andador epazote,10
796,99,calle 17,10
797,99,pelon osuna,10
798,99,cerrada de cebada,10
799,99,calle ramon lopez velarde,10
800,99,avenida vasco de quiroga,10
802,99,cerrada jose maria patoni,10
803,99,calle via publica,10
804,99,prolongacio francisco zarco,10
805,101,bulevar adorlfo lopez mateos,10
806,101,calle aralia,10
807,101,cerrada bocker,10
808,101,calle calyecac,10
809,101,calle corregidora,10
810,101,callejon corregidora,10
811,101,calle corregidora antes flores,10
812,101,calle cortez,10
813,101,cerrada cortes,10
814,101,cerrada de las flores,10
815,101,callejon de las rosas,10
816,101,cerrada reforma,10
817,101,avenida del parque,10
818,101,calle francisco i madero,10
819,101,cerrada hidalgo,10
820,101,calle jardin,10
821,101,cerrada jardin,10
822,101,calle jazmin,10
823,101,calle de jose teresa,10
824,101,calle juarez,10
825,101,calle las aguilas,10
826,101,avenida las flores,10
827,101,calle las flores,10
828,101,calle madero,10
829,101,carretera mexico-toluca,10
830,101,avenida revolucion,10
831,101,calle reyna,10
832,101,privada reyna,10
833,101,calle sofia,10
834,101,calle tlacopac,10
835,101,rinconada tlacopac,10
836,101,calle barranca del tesoro,10
837,101,calle barranca del tesoro,10
838,101,1ra cerrada lucia mendez,10
839,101,calle carlos orellana,10
840,101,calle cerro azul,10
841,101,lucia mendez 2da,10
842,101,calle consuelo monteaguado,10
843,101,calle alcatraz,10
844,101,cerrada celia cruz,10
845,101,2da cerrada de alcatraz,10
846,101,1ra cerrada de juventino rosas,10
847,101,calle lirio,10
848,101,avenida viveros de la paz,10
849,101,andador rosas,10
850,101,calle tabachini,10
851,101,calle  jose alfredo jimenez,10
852,101,calle celia cruz,10
853,101,calle palo dulce,10
854,101,calle doce de diciembre,10
855,101,calle alamos,10
856,101,calle sonia lopez,10
857,101,calle eucalipto,10
858,101,calle maravillas,10
859,101,calle pirules,10
860,101,prologacion juventino rosas,10
861,101,calle herlina mendez,10
862,101,calle consuelo monteaguado,10
863,101,calle franco hernando,10
864,101,cerrada violeta,10
865,101,calle ahuehuetes,10
866,101,calle lazaro del alamo,10
867,101,cerrada pedro vargas,10
868,101,1ra. roberto meyer,10
869,101,cerrada bosques,10
870,101,calle jacarandas,10
871,101,calle pedro nolasco,10
872,101,calle azucenas,10
873,101,cerrada laureles,10
874,101,calle mimi derva,10
875,101,calle placido domingo,10
876,101,calle la joya,10
877,101,2da cerrada de celia cruz,10
878,101,calle pedro vargas,10
879,101,calle vicente fernanddez,10
880,105,calle columbus,10
881,105,calle nuevo mexico,10
883,105,calle josefa bastida,10
884,105,calle rosa checa,10
885,105,cantil,10
886,105,cantera,10
887,105,calle pedrera,10
888,105,1ra de pedrera,10
889,105,2da cerrada de la pedrera,10
890,105,andador puebla,10
891,105,cerrada de la pedrera,10
892,107,calle dr. barragan,10
893,107,calle cadiz,10
894,107,calle fernando,10
895,107,calle bonampak,10
896,107,avenida san borja,10
897,107,avenida ramos millan,10
898,107,avenida angel urraza,10
899,107,cerrada san juan nicolas,10
900,107,diagonal cuicuilco,10
901,107,calle rascarrabias,10
902,107,calle cascarrabias,10
903,107,diagonal san antonio,10
904,107,calle multifam scop,10
905,107,xola,10
906,107,monterrey calle,10
907,107,calle diagonal san antonio,10
908,107,calle la quemada,10
909,107,calle uxmal,10
910,107,avenida dr vertiz,10
911,107,calle pedro romero de terreros,10
912,107,calle morena,10
913,107,calle yacatas,10
914,107,avenida cuauhtemoc,10
915,107,calle mitla,10
916,107,calle xochicalco,10
917,107,calle narvarte,10
918,107,privada eugenia,10
919,107,callemonte alban,10
920,107,calle luis saviñon,10
921,107,calle tajin,10
922,107,calle heriberto frias,10
923,107,avenida xola,10
924,107,calle urraza angel,10
925,107,calle unidad escop,10
926,107,3ra cerrada luz saviñon,10
927,107,calle san juan nicolas,10
928,107,calle peten,10
929,107,calle esperanza,10
930,107,calle anaxagoras,10
931,107,calle pitagoras,10
932,107,avenida universidad,10
933,107,calle palenque,10
934,107,calle la que brada,10
935,107,calle concepcion mendez,10
936,107,calle zempoala,10
937,107,calle enrique rebsamen,10
938,107,calle jose enrique pestalozzi,10
939,107,eje central,10
940,107,calle vertiz,10
941,107,calle olarte serafin,10
942,107,casa grande,10
943,107,calle eugenia,10
944,107,calle viaducto miguel aleman,10
945,107,calle amores,10
946,107,avenida obrero mundial,10
947,107,calle calle,10
948,107,calle cumbres de acultzingo,10
949,107,calle casa grande,10
950,107,eje lazaro cardenas,10
951,107,calle sanchez azcona,10
952,107,calle caleta,10
953,107,calle atcultzingo,10
954,107,calle concepcion beistegui,10
955,107,calle pachuquilla,10
956,107,calle atenor salas,10
957,107,avenida eugenia,10
958,107,calle icacos,10
959,107,callejon de xoco,10
960,107,diagonal san antonio,10
961,107,calle u. hab. imss narvarte,10
962,107,calle dr. vertiz,10
963,107,calle lazaro cardenas,10
964,107,calle san borja,10
965,107,calle obrero mundial,10
966,107,calle marina,10
