unidad;CLUES;idInsti
UMF 163 VILLA COAPA;DFIMS000995;3
UMF 164;DFIMS001024;3
CENTRO DE ATENCIÓN TEMPORAL COVID LINDAVISTA;DFIMS001070;3
UMF 26 CONDESA;DFIMS001094;3
UMF 15 LINDAVISTA;DFIMS001106;3
HGZ 20 TLÁHUAC;DFIMS001140;3
IMSS (OFICINAS CENTRALES - ADMINISTRATIVO);;3
CMF CUITLÁHUAC;DFIST000015;4
CMF AZCAPOTZALCO;DFIST000020;4
CE CHURUBUSCO;DFIST000032;4
"CMF ""DR. IGNACIO CHÁVEZ""";DFIST000044;4
CMF DIVISIÓN DEL NORTE;DFIST000056;4
CMF COYOACÁN;DFIST000061;4
CMF GUSTAVO A. MADERO;DFIST000073;4
CMF ARAGÓN;DFIST000085;4
"HR/HAE ""PRIMERO DE OCTUBRE""";DFIST000090;4
CE CENTRO DE CIRUGIA AMBULATORIA 1º DE OCTUBRE;DFIST000102;4
CMF ORIENTE;DFIST000114;4
CMF IZTAPALAPA I;DFIST000126;4
CMF IZTAPALAPA II;DFIST000131;4
CMF ERMITA ZARAGOZA;DFIST000143;4
"HG ""GRAL. JOSÉ MARIA MORELOS Y PAVÓN""";DFIST000155;4
"HR/HAE ""GRAL. IGNACIO ZARAGOZA""";DFIST000160;4
CMF MILPA ALTA;DFIST000172;4
CMF VILLA ÁLVARO OBREGÓN;DFIST000184;4
"HG ""DR. FERNANDO QUIROZ GUTIÉRREZ""";DFIST000196;4
"HR/HAE ""LIC. ADOLFO LÓPEZ MATEOS""";DFIST000201;4
CE CLIDDA;DFIST000213;4
CMCT # 17 ISSSTE (SAN FERNANDO 547);DFIST000225;4
CMF TLALPAN;DFIST000230;4
CMF FUENTES BROTANTES;DFIST000242;4
CMF XOCHIMILCO;DFIST000254;4
CMF NARVARTE;DFIST000271;4
CMF DEL VALLE;DFIST000283;4
CMF ERMITA;DFIST000295;4
CMF REVOLUCIÓN;DFIST000300;4
"CMN ""20 DE NOVIEMBRE""";DFIST000312;4
"HG ""DR. DARÍO FERNÁNDEZ FIERRO""";DFIST000324;4
CMCT NO. 51 ISSSTE PLAZA DE LA REPÚBLICA;DFIST000336;4
CE INDIANILLA;DFIST000341;4
CE DR. HONORATO VILLA ACOSTA;DFIST000353;4
CE NEUROPSIQUIATRÍA;DFIST000365;4
CMF GUADALUPE;DFIST000370;4
CMF CINCO DE FEBRERO;DFIST000382;4
CMF JUÁREZ;DFIST000394;4
CMF SAN ANTONIO ABAD;DFIST000406;4
CMF DR. JAVIER DOMÍNGUEZ ESTRADA, CHAPULTEPEC;DFIST000411;4
CMF PERALVILLO;DFIST000423;4
CMF GUERRERO;DFIST000435;4
CMF SANTA MARÍA;DFIST000440;4
CMF PERÚ;DFIST000452;4
"HG ""DR. GONZÁLO CASTAÑEDA""";DFIST000464;4
CE CENTRO DE APOYO AL DIAGNÓSTICO SAN RAFAEL;DFIST000481;4
"CE ""DR. ALBERTO PISANTY OVADIA""";DFIST000493;4
CMF MARINA NACIONAL;DFIST000505;4
CMF LEGARIA;DFIST000510;4
CMF OBSERVATORIO;DFIST000522;4
HG TACUBA;DFIST000534;4
CMF BALBUENA;DFIST000546;4
CMF MORELOS;DFIST000551;4
CMF MOCTEZUMA;DFIST000563;4
CMCT # 65 S.H.C.P.;DFIST000580;4
CAF U.H.F. INTEGRACION LATINOAMERICANA;DFIST000592;4
CAF CUAJIMALPA;DFIST000616;4
CMCT C.I.E.A. DEL I.P.N.;DFIST000621;4
CMCT # 15 S.A.G.A.R.P.A.;DFIST000633;4
CMCT NO. 61 SAGARPA;DFIST000645;4
"CE ""LEONARDO Y NICOLÁS BRAVO""";DFIST000650;4
CMCT S.F.P. ( ANTES SECODAM);DFIST000662;4
CE MEDICINA FÍSICA Y REHABILITACIÓN;DFIST000686;4
CAF CENTRO URBANO PDTE. MIGUEL ALEMÁN;DFIST000715;4
CMCT S.H.C.P. INSURGENTES SUR 795;DFIST000720;4
CMCT # 27 D.I.F.;DFIST000756;4
CMCT NO. 14 ISSSTE;DFIST000761;4
CMCT NO. 9 JUNTA DE CONCILIACIÓN Y ARBITRAJE;DFIST000785;4
CMCT NO. 19 SEGOB;DFIST000790;4
CMCT NO. 22 C.O.F.A.A. DEL I.P.N.;DFIST000802;4
CMCT NO. 62 S.H.C.P.;DFIST000831;4
CMCT NO. 55 P.F.C.;DFIST000843;4
CMCT NO. 20 S.R.E.;DFIST000855;4
CMCT S.H.C.P. COMPLEJO HIDALGO NO. 1;DFIST000860;4
CMCT FOMENTO DEPORTIVO ISSSTE;DFIST000872;4
CMCT SINDICATO NACIONAL DE LA S.H.C.P.;DFIST000884;4
CMCT S.H.C.P. COMPLEJO HIDALGO NO. 2;DFIST000896;4
CMCT S.H.C.P. (ANTES CABALLITO);DFIST000901;4
CMCT NO. 28 SAGARPA;DFIST000913;4
CMCT NO. 30 SINDICATO SAGARPA;DFIST000925;4
CMCT F.S.T.S.E.;DFIST000930;4
CMCT SINDICATO DE SEMARNAT;DFIST000942;4
CMCT NO. 23 S.E.P.;DFIST000954;4
CMCT PALACIO NACIONAL;DFIST000971;4
CMCT NO. 50 SAGARPA;DFIST000983;4
CMCT SECRETARÍA DE RELACIONES EXTERIORES;DFIST000995;4
CMCT PRESIDENCIA I;DFIST001041;4
HG DRA. MATILDE PETRA MONTOYA LAFRAGUA;DFIST001053;4
ISSSTE (OFICINAS CENTRALES - ADMINISTRATIVO);;4
HOSPITAL CENTRAL NORTE PEMEX;DFPMX000012;5
HOSPITAL CENTRAL SUR DE ALTA ESPECIALIDAD;DFPMX000024;5
CONSULTORIO PERIFERICO VALLEJO;DFPMX000036;5
UNIDAD MEDICA DEL CENTRO ADMINISTRATIVO;DFPMX000041;5
PEMEX  (OFICINAS CENTRALES - ADMINISTRATIVO);;5
HOSPITAL MILITAR DE ZONA DE EL VERGEL IZTAPALAPA;DFSDN000016;6
UNIDAD MÉDICA DE CONSULTA EXTERNA, SANTA FE, CD. MÉX.;DFSDN000021;6
UNIDAD MEDICA DE CONSULTA EXTERNA DE TLALPAN, CD. MÉX.;DFSDN000033;6
UNIDAD MEDICA DE CONSULTA EXTERNA DE POPOTLA, CD. MÉX.;DFSDN000045;6
HOSPITAL MILITAR DE ESPECIALIDADES DE LA MUJER Y NEONATOLOGIA;DFSDN000062;6
HOSPITAL MILITAR DE ZONA DEL CAMPO MILITAR. NO. 1-A, D. F.;DFSDN000074;6
HOSPITAL CENTRAL MILITAR;DFSDN000086;6
UNIDAD MEDICA DE CONSULTA EXTERNA DE LA S.D.N;DFSDN000091;6
UNIDAD MEDICA DE CONSULTA EXTERNA LOS LEONES TACUBA;DFSDN000132;6
26/O BATALLON DE INFANTERIA;DFSDN000144;6
HOSPITAL MILITAR DE ESPECIALDADES OFTALMOLOGICAS;DFSDN000173;6
SEDENA  (OFICINAS CENTRALES - ADMINISTRATIVO);;6
CLÍNICA NAVAL DEL SUR;DFSMA000022;7
CLÍICA NAVAL DE CUEMANCO;DFSMA000034;7
CENTRO MEDICO NAVAL;DFSMA000046;7
SEMAR (OFICINAS CENTRALES - ADMINISTRATIVO);;7
HOSPITAL JUÁREZ DE MÉXICO;DFSSA003944;8
INSTITUTO NACIONAL DE REHABILITACIÓN LUIS GUILLERMO IBARRA IBARRA;DFSSA003956;8
HOSPITAL GENERAL DR. MANUEL GEA GONZÁLEZ;DFSSA003961;8
HOSPITAL GENERAL DE MÉXICO “DR. EDUARDO LICEAGA”;DFSSA003973;8
HOSPITAL JUÁREZ DEL CENTRO;DFSSA003985;8
HOSPITAL NACIONAL HOMEOPÁTICO;DFSSA003990;8
HOSPITAL DE LA MUJER;DFSSA004002;8
INSTITUTO NACIONAL DE PEDIATRÍA;DFSSA004014;8
INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS ISMAEL COSÍO VILLEGAS;DFSSA004026;8
INSTITUTO NACIONAL DE CANCEROLOGÍA;DFSSA004043;8
INSTITUTO NACIONAL DE CIENCIAS MÉDICAS Y NUTRICIÓN SALVADOR ZUBIRÁN;DFSSA004055;8
INSTITUTO NACIONAL DE NEUROLOGÍA Y NEUROCIRUGÍA MANUEL VELASCO SUÁREZ;DFSSA004060;8
INSTITUTO NACIONAL DE PSIQUIATRÍA RAMÓN DE LA FUENTE MUÑÍZ;DFSSA004072;8
HOSPITAL INFANTIL DE MÉXICO FEDERICO GÓMEZ;DFSSA004084;8
INSTITUTO NACIONAL DE PERINATOLOGÍA ISIDRO ESPINOSA DE LOS REYES;DFSSA004096;8
CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES ZACATENCO;DFSSA004101;8
CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES IZTAPALAPA;DFSSA004113;8
CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES SUR;DFSSA004125;8
HOSPITAL PSIQUIÁTRICO DR. SAMUEL RAMÍREZ MORENO;DFSSA004130;8
HOSPITAL PSIQUIÁTRICO DR. JUAN N. NAVARRO;DFSSA004142;8
HOSPITAL PSIQUIÁTRICO FRAY BERNARDINO ÁLVAREZ;DFSSA004154;8
CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES CUAUHTÉMOC;DFSSA004166;8
INSTITUTO NACIONAL DE GERIATRÍA;DFSSA004644;8
EMT-1- DEL CENTRO OPERATIVO PARA LA ATENCION DE CONTINGENCIAS ;DFSSA004982;8
EMT-2- DEL CENTRO OPERATIVO PARA LA ATENCIÓN DE CONTINGENCIAS ;DFSSA004994;8
CLÍNICA DE SALUD REPRODUCTIVA;DFSSA018096;8
UNEME CAPASITS CONDESA;DFSSA018866;8
SECRETARÍA DE SALUD FEDERAL (OFICINAS CENTRALES - ADMINISTRATIVO);;8
CENTRO DE TRAUMA DE CRUZ ROJA MEXICANA EN EL DISTRITO FEDERAL;DFCRO000011;9
CRUZ ROJA MEXICANA (OFICINAS CENTRALES - ADMINISTRATIVO);;9
AREA OPERATIVA NORTE;DFDIF000343;10
CENTRO NACIONAL MODELO DE ATENCION, INVESTIGACIÓN Y CAPACITACIÓN PARA LA REHABILITACIÓN E INTEGRACIÓN DE PERSONAS CIEGAS Y DEBILES VISUALES;DFDIF000775;10
DIF (OFICINAS CENTRALES - ADMINISTRATIVO);;10
THE AMERICAN BRITISH COWDRAY MEDICAL CENTER, I.A.P. (HOSPITAL ABC);DFSMP000015;11
THE AMERICAN BRITISH COWDRAY MEDICAL CENTER, I.A.P. (CENTRO MÉDICO ABC SANTA FE);DFSMP000020;11
SOCIEDAD DE BENEFICENCIA ESPAÑOLA I.A.P. (HOSPITAL ESPAÑOL);DFSMP000032;11
HOSPITAL DE ESPECIALIDADES MIG, S.A. DE C.V.;DFSMP000044;11
MEDICA SUR, S.A.B. DE C.V. (SOCIEDAD ANÓNIMA BURSÁTIL DE CAPITAL VARIABLE);DFSMP000056;11
STAR MEDICA INFANTIL PRIVADO;DFSMP000061;11
SANATORIO TRINIDAD S.A. DE C.V.;DFSMP000073;11
IMAGEN Y DIAGNOSTICO MÉDICO ESPECIALIZADO S.A. DE C.V.;DFSMP000085;11
INTER HOSP. S.A. DE C.V.;DFSMP000090;11
CLÍNICA SAN RAFAEL / SANATORIOS DE MÉXICO S.A. DE C.V.;DFSMP000102;11
SANTA TERESA INSTITUCIÓN GINECO OBSTÉTRICA S.A. DE C.V.;DFSMP000114;11
LABORATORIO Y BANCO DE SANGRE TRINIDAD S.A. DE C.V.;DFSMP000126;11
CENTRO DE ATENCIÓN MÉDICA INTEGRAL SA DE CV;DFSMP000143;11
SANATORIO MATERNIDAD GARCÍA FIGUEROA;DFSMP000155;11
SERVICIOS MÉDICOS;DFSMP000160;11
CLÍNICA PEDIÁTRICA Y OBSTÉTRICA SAN FRANCISCO S.C.;DFSMP000172;11
SANATORIO DE ORIENTE;DFSMP000184;11
MEDICA CUALI SC;DFSMP000196;11
HOSPITAL SANTISIMA TRINIDAD;DFSMP000201;11
HOSPITAL ANGELES PEDREGAL;DFSMP000213;11
CLÍNICA MEDICA PRIVADA;DFSMP000225;11
HOSPITAL SANTA COLETA S.A. DE C.V.;DFSMP000230;11
HOSPITAL SAN PATRICIO ESPECIALIDADES QUIRÚRGICAS;DFSMP000254;11
CLÍNICA MÉDICA SAN CRISTOBAL SA DE CV;DFSMP000266;11
SANATORIOS UNIDOS S.A. HOSPITAL TEHUANTEPEC;DFSMP000271;11
SANATORIO SAN MIGUEL;DFSMP000283;11
SANATORIO DE JESÚS NUMERO SIETE A. C.;DFSMP000295;11
SANATORIO CALTONGO;DFSMP000312;11
SANATORIO MÉDICO SANTA MARÍA TEPEPAN;DFSMP000324;11
MEDICINA Y CIRUGÍA GABEL S.C.;DFSMP000336;11
SANATORIO MOISES LIRA;DFSMP000341;11
CLÍNICA DE ESPECIALIDADES AJUSCO;DFSMP000353;11
CLÍNICA DIVINA PROVIDENCIA;DFSMP000365;11
CLÍNICA DEL CARMEN;DFSMP000370;11
SERVICIOS MÉDICOS PROFECIONALES SAN JUDAS TADEO;DFSMP000382;11
CLÍNICA SANTA MARÍA;DFSMP000406;11
HOSPITAL SANTIAGO APOSTOL;DFSMP000411;11
SANATORIO SANTA TERESA ZACATECAS S.A. DE C.V.;DFSMP000423;11
CLÍNICA LUZ;DFSMP000435;11
CENTRO DE SERVICIOS MÉDICOS MEXFAM;DFSMP000440;11
CLÍNICA DE ESPECIALIDADES DR. CORONA;DFSMP000452;11
COMITÉ DE SALUBRIDAD DE MIXCOAC  Y HOSPITAL SAN AGUSTIN;DFSMP000476;11
SANATORIO SANTIAGO;DFSMP000481;11
CLÍNICA DR. NAVARRO;DFSMP000493;11
CLÍNICA MEDICA QUIRURGICA ARAGON;DFSMP000505;11
SANATORIO SAN LORENZO;DFSMP000510;11
CLÍNICA GUADALUPE TEPEYAC S.A. DE C.V.;DFSMP000522;11
CLÍNICA DE ALTA ESPECIALIDAD MÉDICA FÁTIMA, S.A DE C.V.;DFSMP000534;11
HOSPITAL HIGINIO G. PEREZ;DFSMP000546;11
SANATORIO DR. JESÚS OROZCO COSSIO S.A. DE C.V.;DFSMP000551;11
CLÍNICA MEDICA DR. ORTEGA S.A. DE C.V.;DFSMP000563;11
CLÍNICA MÉDICA MARDAN SA DE CV;DFSMP000575;11
SANATORIO SAN MARTIN DE PORRES;DFSMP000580;11
SANATORIIO DE JESÚS;DFSMP000592;11
SANATORIO SAN JUDAS TADEO;DFSMP000604;11
UNIDAD MÉDICA LOZADA;DFSMP000616;11
HOSPITAL MARÍA JOSÉ;DFSMP000621;11
SANATORIO MATERNIDAD DELFINA RUIZ DE AGUIRRE;DFSMP000633;11
OPERADORAS HOSPITALES ANGELES S.A. DE C.V. SUCURSAL HOSPITAL METROPOLITANO;DFSMP000645;11
URGENCIAS MÉDICO QUIRURGICAS;DFSMP000650;11
HOSPITAL SAN ANGEL INN CHAPULTEPEC;DFSMP000662;11
CLÍNICA DE SERVICIOS MÉDICOS ESPECIALIZADOS S.A. DE C.V.;DFSMP000686;11
SANATORIO ROUGIER A.C.;DFSMP000691;11
CLÍNICA DR. AGUILAR;DFSMP000703;11
MARÍA CRISTINA URIBE;DFSMP000715;11
SANATORIO SAN FELIPE;DFSMP000720;11
CLÍNICA SAN JOSÉ;DFSMP000732;11
SANATORIO DR. AVILA;DFSMP000744;11
CENTRO MÉDICO DE ORIENTE;DFSMP000756;11
SANATORIO CORAZÓN DE JESÚS;DFSMP000761;11
SANATORIO Y MATERNIDAD ELIHER S.A. DE C.V.;DFSMP000773;11
CLÍNICA MEDICA LONDRES;DFSMP000785;11
HOSPITAL JESÚS MÉDICO;DFSMP000790;11
CLÍNICA DE ESPECIALIDADES MÉDICAS;DFSMP000802;11
HOSPITAL MEDICA INTEGRAL S.A. DE C.V.;DFSMP000814;11
CLASE MEDICA S.A. DE C.V.;DFSMP000826;11
SANATORIO MARÍA DE LOURDES;DFSMP000831;11
OPERADORA DE HOSPITALES ANGELES S.A. DE C.V. SUCURSAL MEXICO;DFSMP000843;11
SANATORIO SAN FRANCISCO A.C.;DFSMP000860;11
CLÍNICA GRECIA S.A. DE C.V.;DFSMP000872;11
SANATORIO SANTA BARBARA;DFSMP000884;11
CLÍNICA MEDICA VIOLETA;DFSMP000896;11
SANATORIO CEDILLO;DFSMP000901;11
CLÍNICA CHIAPAS S.A. DE C.V.;DFSMP000913;11
URGENCIA MÉDICO QUIRÚRGICAS RIVADENEYRA SA;DFSMP000925;11
CENTRO DE NACIMIENTO NUEVA VIDA;DFSMP000930;11
HOSPITAL GENERAL CENTRO DE NACIMIENTO NUEVA VIDA S.A. DE C.V.;DFSMP000942;11
CLÍNICA MÉDICA;DFSMP000954;11
CLÍNICA CTM VIRCHOW S.C.;DFSMP000966;11
SANATORIO MONTEVIDEO;DFSMP000971;11
CLÍNICA DEL DR. ARMANDO DIAZ RAMOS;DFSMP000983;11
HOSPITAL DE URGENCIAS EN PEDIATRIA Y MATERNIDAD DE JESÚS;DFSMP000995;11
SERVICIO MÉDICO SOCIAL (HOSPITAL ANGELES CLÍNICA LONDRES);DFSMP001000;11
MEDICA SPACE S.A. DE C.V.;DFSMP001012;11
MEDICA CENTENARIO;DFSMP001024;11
SANATORIO SAN HIPOLITO S.A. DE C.V.;DFSMP001036;11
CLÍNICA DE ASISTENCIA MEDICA INTEGRAL S.A. DE C.V. (ASIMEDI);DFSMP001041;11
CLÍNICA MEDICA;DFSMP001065;11
SANCHEZ REYES CLÍNICA LUIS PASTEUR S.A. DE C.V;DFSMP001082;11
TORRE MEDICA SALAVERRY S.A. DE C.V.;DFSMP001094;11
FUNDACION MARÍA ANA MIER DE ESCANDON IAP;DFSMP001106;11
NUEVO SANATORIO DURANGO, S.A. DE C.V.;DFSMP001123;11
CLÍNICA EL SAMARITANO;DFSMP001181;11
CLÍNICA DEL DR. RIOS;DFSMP001193;11
CLÍNICA DE NUESTRA SEÑORA DE GUADALUPE;DFSMP001205;11
CENTRAL DE ESPECIALIDADES MÉDICAS DEL SUR SA DE CV;DFSMP001210;11
CLÍNICA DR. ROQUE;DFSMP001222;11
S.T. CLÍNICA SANTA CRUZ;DFSMP001234;11
SANATORIO LISIEUX;DFSMP001246;11
OPERADORA DE HOSPITALES ÁNGELES, S.A. DE C.V.;DFSMP001251;11
CLÍNICA SANTA ANITA;DFSMP001263;11
CLÍNICA MEDICA LIDAV;DFSMP001275;11
CONSULTORIO MÉDICO;DFSMP001280;11
CLÍNICA MATERNIDAD VASCO DE QUIROGA;DFSMP001292;11
JOSÉ MEDINA JIMENEZ;DFSMP001304;11
CLÍNICA NUESTRA SEÑORA DE LA ASUNCIÓN;DFSMP001316;11
SAN SALVADOR;DFSMP001321;11
UNIDAD MÉDICA SAN SEBASTIAN;DFSMP001345;11
SERVICIOS MÉDICOS LA ESPERANZA SA DE CV;DFSMP001350;11
CLÍNICA DR. BARRIOS;DFSMP001362;11
CLÍNICA MEDICA ISABEL;DFSMP001374;11
CENTRO HOSPITALARIO SAN CHARBEL;DFSMP001386;11
HOSPITAL MERLOS S.A. DE C.V.;DFSMP001391;11
SANATARIO DR. VÍCTOR GARCÍA JOFFRE;DFSMP001403;11
CLÍNICA LOMAS ALTAS S.A. DE C.V.;DFSMP001420;11
SANATORIO PALACIO AZTECA;DFSMP001432;11
SANATORIO DR. JORGE VÁZQUEZ CABELLO;DFSMP001444;11
SANATORIO DE NUESTRA SEÑORA DEL SAGRADO CORAZÓN DE JESÚS;DFSMP001456;11
CLÍNICA MEDICA UNION 2000;DFSMP001461;11
SANATORIO DE JESÚS;DFSMP001473;11
CLÍNICA SAN ANTONIO;DFSMP001485;11
MÉDICA DEL VALLE SA DE CV;DFSMP001490;11
CLÍNICA MÉDICA CHÁVEZ;DFSMP001502;11
VILLEGAS MEMORIAL HOSPITAL;DFSMP001514;11
CLÍNICA MÉDICA DE ORIENTE;DFSMP001526;11
HOSPITAL SAN JUDAS TADEO;DFSMP001531;11
CLÍNICA DE LA MUJER HEMI  ;DFSMP001543;11
SANATORIO LOS REYES SA DE CV;DFSMP001555;11
SANATORIO SANTA MARÍA;DFSMP001560;11
CLÍNICA DE ESTETICA Y SALUD;DFSMP001572;11
CLÍNICA REFORMA;DFSMP001584;11
CLÍNICA CLAVERIA;DFSMP001601;11
POLICLÍNICA LUCANO SA DE CV;DFSMP001613;11
CLÍNICA NUESTRA SEÑORA DE LA LUZ;DFSMP001630;11
CLÍNICA MÉDICA CRISTO REY;DFSMP001642;11
CLÍNICA JOYA;DFSMP001654;11
CLÍNICA QUIRÚRGICA SINDI;DFSMP001666;11
HOSPITALES H S.A. DE C.V.;DFSMP001671;11
SANATORIO GUADALUPE;DFSMP001683;11
HOSPITAL VERTIZ S.A. DE C.V.;DFSMP001695;11
SANATORIO DEL CARMEN;DFSMP001700;11
SANATORIO Y MATERNIDAD LOS ÁNGELES IZTAPALAPA SA DE CV;DFSMP001712;11
CONSULTORIO MÉDICO DRA NEREIDA ROJAS MARTÍNEZ;DFSMP001724;11
SANATORIO DR. DAVID OSORIO VILLANUEVA;DFSMP001736;11
ROCESA SA;DFSMP001741;11
SANATORIO SAN FRANCISCO;DFSMP001753;11
CLÍNICA PARANA;DFSMP001765;11
ESCUELA LIBRE DE HOMEOPATIA;DFSMP001770;11
HOSPITAL OBREGON;DFSMP001782;11
SANATONIO SAN LAZARO;DFSMP001794;11
CLÍNICA QUIRÚRGICA;DFSMP001806;11
OPERADORA DE HOSPITALES ANGELES SUCURSAL LINDAVISTA;DFSMP001811;11
ASOCIACION EL HOSPITALITO A.C.;DFSMP001823;11
SANATORIO PAJEOS;DFSMP001835;11
OPERADORA SAN ÁNGEL INN SA DE CV;DFSMP001840;11
CLÍNICA MÉDICA DEL CARMEN;DFSMP001852;11
GRUPO ESPECIALIZADO MÉDICO Y ASOCIADOS CHAPULTEPEC S.C.;DFSMP001864;11
SANATORIO Y MATERNIDAD CLARISTELLA;DFSMP001876;11
SANATORIO SAN AGUSTÍN SA DE CV;DFSMP001893;11
CONSULTORIO MÉDICO SAGRADO CORAZÓN DE JESÚS;DFSMP001905;11
ST SANAT. DR CASTILLO SA;DFSMP001922;11
MATERNIDAD DANELIA;DFSMP001946;11
CONSULTORIO MÉDICO NUESTRA SEÑORA DE GUADALUPE;DFSMP001951;11
HOSPITAL JOSÉ MAGNOLIA SA DE CV;DFSMP001963;11
SERVICIO MÉDICO QUIRÚRGICO;DFSMP001975;11
CONSULTORIOS MÉDICOS EL ROSARIO;DFSMP001980;11
CENTRO CLÍNICA ESCUADRON 201;DFSMP001992;11
CENTRAL DE DIAGNÓSTICO CLÍNICO;DFSMP002021;11
CLÍNICA PRIMAVERA DR MOISES ORTEGA;DFSMP002033;11
CLÍNICA GUADALUPE;DFSMP002045;11
SANATORIO NUESTRA SEÑORA DE ZAPOPAN;DFSMP002050;11
SANATORIO SAN ALEJANDRO;DFSMP002062;11
CONSULTORIO MÉDICO DRA. MARÍA DE LA LUZ CHAVARRIA CORONA;DFSMP002074;11
ST SANAT. DR FERNANDO LEÓN CERVANTES;DFSMP002086;11
CLÍNICA CHULAVISTA SERVICIOS DE SALUD;DFSMP002091;11
CLINICA DE ESPECIALIDADES MEDICAS DEL SUR S.C.;DFSMP002103;11
CONSULTORIO MÉDICO INTEGRAL UNAM;DFSMP002115;11
MEDICA TORRE;DFSMP002120;11
CONSULTORIO MÉDICO CITLALI;DFSMP002144;11
CONSULTORIO MÉDICO QUIRÚRGICO;DFSMP002161;11
CLÍNICA MÉDICO QUIRÚRGICA;DFSMP002173;11
CLÍNICA DE INTEGRAION MEDICA ESPECIALIZADA (CIME);DFSMP002202;11
SANATORIO SAN JOSÉ SA DE CV;DFSMP002231;11
SANATORIO SAGRADO CORAZÓN;DFSMP002243;11
CONSULTORIO DE GINECOBSTETRICIA DRA. LIZBETH GARCÍA LÓPEZ;DFSMP002255;11
CLÍNICA MÉDICA CHOPERENA;DFSMP002260;11
SANTORIO LUZ DEL CARMEN;DFSMP002272;11
CLÍNICA SOROAL;DFSMP002284;11
SANTORIO Y MATERNIDAD SANTA ROSA;DFSMP002296;11
CLÍNICA MÉDICA SALGADO;DFSMP002313;11
CENTRO MÉDICO PROVIDENCIA SC;DFSMP002325;11
MARÍA ELENA PONCE MUÑOZ;DFSMP002330;11
SANATORIO Y MATERNIDAD NUESTRA SEÑORA DE FATIMA;DFSMP002342;11
HOSPITAL DEL PERPETUO SOCORRO ASOCIACIÓN HISPANO MEXICANA SIMIGEN;DFSMP002354;11
CLÍNICA DE ESPECIALIDADES SANTA ROSA;DFSMP002366;11
SANATORIO SANTA INES S.C.;DFSMP002371;11
CLÍNICA SAN ANTONIO DE PADUA;DFSMP002383;11
TORRE CLINIMEDIC ESPECIALISTAS MÉDICOS S.C.;DFSMP002395;11
SANATORIO SANTA ROSA;DFSMP002400;11
ESPECIALIDADES MÉDICO QUIRÚRGICAS;DFSMP002412;11
HOSPITAL DE LA BASILICA  S.A.;DFSMP002424;11
CLÍNICA MÉDICA LA PRADERA;DFSMP002436;11
CLÍNICA MATERNIDAD JARA;DFSMP002441;11
CLÍNICA MATERNIDAD PROGRESO;DFSMP002453;11
SANATORIO SANTA ALICIA;DFSMP002465;11
SANATORIO Y MATERNIDAD SANTA INES;DFSMP002470;11
HOSPITAL SANTA MARÍA TICÓMAN;DFSMP002482;11
SANATORIO CEDILLO /DR. PEDRO APOLINAR CEDILLO LÓPEZ;DFSMP002494;11
CLÍNICA SAGRADO CORAZÓN;DFSMP002506;11
CLÍNICA DE ESPECIALIDADES MÉDICAS Y QUIRÚRGICAS / DR. JOSÉ A. JESÚS CARREÓN FRAGOSO;DFSMP002511;11
CLÍNICA DE ESPECIALIDADES MÉDICAS DR. MARTÍN CÁRDENAS TÉLLEZ;DFSMP002523;11
PROMEDICA S.A DE C.V;DFSMP002535;11
SANATORIO SAN ANTONIO;DFSMP002540;11
SANTORIO LA ESPERANZA;DFSMP002552;11
UNIDAD MÉDICA INTEGRAL DR. MAGIN PULIDO;DFSMP002564;11
CONSULTORIO SAN ANGEL;DFSMP002576;11
 SANTA CATALINA DE SENA S.A. DE C.V.;DFSMP002581;11
CIRUGÍA DEL VALLE S.A DE C.V.;DFSMP002593;11
CLÍNICA MÉDICA DR. RAFAEL CLARK;DFSMP002605;11
CLÍNICA MATERNIDAD SAN JUDAS TADEO;DFSMP002610;11
CENTRO DE PSICOPROFILAXIS OBSTETRICA;DFSMP002622;11
CENTRO MÉDICO SANTA FE;DFSMP002663;11
CLÍNICA HOSPITAL XALTOCAN SA DE CV;DFSMP002675;11
SANATORIO SAN AGUSTÍN;DFSMP002680;11
SANATORIO SANTA AURORA;DFSMP002721;11
CLINICA SANTA MARIA;DFSMP002733;11
CONSULTORIO MÉDICO.;DFSMP002745;11
UNIDAD MÉDICA QUIRÚRGICA;DFSMP002750;11
URGENCIAS MÉDICAS 24 HORAS;DFSMP002762;11
CLÍNICA MÉDICA SAN FELIPE;DFSMP002786;11
CLÍNICA DE URGENCIAS MEDICO QUIRÚRGICAS  DE ORIENTE  ;DFSMP002791;11
CLÍNICA LEMDI;DFSMP002815;11
UNIDAD MÉDICA SINAI;DFSMP002820;11
CLÍNICA MÉDICA CRISTO REY.;DFSMP002856;11
HOSPITAL ERMITA;DFSMP002861;11
PLAZA MÉDICA 24 HORAS;DFSMP002885;11
CLÍNICA Y MATERNIDAD DEL CARMEN;DFSMP002890;11
CENTRO MÉDICO CEDROS S.A. DE C.V.;DFSMP002902;11
CLÍNICA NUESTRA SEÑORA DE LA SOLEDAD;DFSMP002914;11
CLÍNICA MATERNA NUESTRA SEÑORA DE LA MERDED;DFSMP002926;11
SANATORIO LOURDES;DFSMP002931;11
